cantNod,Tiempo_ms,Tipo
17,0.042975,FuncionComplej
17,0.04297,FuncionComplej
17,0.039693,FuncionComplej
17,0.042966,FuncionComplej
17,0.039756,FuncionComplej
17,0.042945,FuncionComplej
17,0.042977,FuncionComplej
17,0.042954,FuncionComplej
17,0.03975,FuncionComplej
17,0.042943,FuncionComplej
17,0.03977,FuncionComplej
17,0.042958,FuncionComplej
17,0.039815,FuncionComplej
17,0.04296,FuncionComplej
17,0.039746,FuncionComplej
17,0.042975,FuncionComplej
17,0.042976,FuncionComplej
17,0.039688,FuncionComplej
17,0.042972,FuncionComplej
17,0.039692,FuncionComplej
17,0.039778,FuncionComplej
18,0.047747,FuncionComplej
18,0.051147,FuncionComplej
18,0.057694,FuncionComplej
18,0.056542,FuncionComplej
18,0.069176,FuncionComplej
18,0.049954,FuncionComplej
18,0.070036,FuncionComplej
18,0.057021,FuncionComplej
18,0.077852,FuncionComplej
18,0.067882,FuncionComplej
18,0.075262,FuncionComplej
18,0.050442,FuncionComplej
18,0.046956,FuncionComplej
18,0.050458,FuncionComplej
18,0.047436,FuncionComplej
18,0.046928,FuncionComplej
18,0.046989,FuncionComplej
18,0.050425,FuncionComplej
18,0.047936,FuncionComplej
18,0.05043,FuncionComplej
18,0.046886,FuncionComplej
18,0.050441,FuncionComplej
18,0.048382,FuncionComplej
18,0.050456,FuncionComplej
18,0.046951,FuncionComplej
18,0.046951,FuncionComplej
18,0.050438,FuncionComplej
18,0.05045,FuncionComplej
18,0.047997,FuncionComplej
18,0.050441,FuncionComplej
18,0.050457,FuncionComplej
18,0.047039,FuncionComplej
18,0.050441,FuncionComplej
18,0.04697,FuncionComplej
18,0.050465,FuncionComplej
18,0.046973,FuncionComplej
18,0.050449,FuncionComplej
18,0.050427,FuncionComplej
18,0.046821,FuncionComplej
18,0.047059,FuncionComplej
19,0.059199,FuncionComplej
19,0.059192,FuncionComplej
19,0.054935,FuncionComplej
19,0.055023,FuncionComplej
19,0.059178,FuncionComplej
19,0.059196,FuncionComplej
19,0.054969,FuncionComplej
19,0.059209,FuncionComplej
19,0.05494,FuncionComplej
19,0.054852,FuncionComplej
19,0.059192,FuncionComplej
19,0.059183,FuncionComplej
19,0.05498,FuncionComplej
19,0.05495,FuncionComplej
19,0.054974,FuncionComplej
19,0.05494,FuncionComplej
19,0.054971,FuncionComplej
19,0.054919,FuncionComplej
19,0.054986,FuncionComplej
19,0.054959,FuncionComplej
19,0.059182,FuncionComplej
19,0.059205,FuncionComplej
19,0.059211,FuncionComplej
19,0.054991,FuncionComplej
19,0.054983,FuncionComplej
19,0.054875,FuncionComplej
19,0.055,FuncionComplej
19,0.054948,FuncionComplej
19,0.054944,FuncionComplej
19,0.054935,FuncionComplej
19,0.054894,FuncionComplej
19,0.055049,FuncionComplej
19,0.054955,FuncionComplej
19,0.054934,FuncionComplej
19,0.05487,FuncionComplej
19,0.054989,FuncionComplej
19,0.055025,FuncionComplej
19,0.059206,FuncionComplej
19,0.079489,FuncionComplej
19,0.054909,FuncionComplej
20,0.063748,FuncionComplej
20,0.068647,FuncionComplej
20,0.068651,FuncionComplej
20,0.063903,FuncionComplej
20,0.0638,FuncionComplej
20,0.063899,FuncionComplej
20,0.063722,FuncionComplej
20,0.068644,FuncionComplej
20,0.063785,FuncionComplej
20,0.068671,FuncionComplej
20,0.063755,FuncionComplej
20,0.063802,FuncionComplej
20,0.083549,FuncionComplej
20,0.063833,FuncionComplej
20,0.063766,FuncionComplej
20,0.063833,FuncionComplej
20,0.063828,FuncionComplej
20,0.06382,FuncionComplej
20,0.068666,FuncionComplej
20,0.068661,FuncionComplej
20,0.063794,FuncionComplej
20,0.072029,FuncionComplej
20,0.063792,FuncionComplej
20,0.063776,FuncionComplej
20,0.068681,FuncionComplej
20,0.063762,FuncionComplej
20,0.063737,FuncionComplej
20,0.063761,FuncionComplej
20,0.063797,FuncionComplej
20,0.068677,FuncionComplej
20,0.068654,FuncionComplej
20,0.063749,FuncionComplej
20,0.063708,FuncionComplej
20,0.063851,FuncionComplej
20,0.063802,FuncionComplej
20,0.063777,FuncionComplej
20,0.094902,FuncionComplej
20,0.063777,FuncionComplej
20,0.063785,FuncionComplej
20,0.063752,FuncionComplej
21,0.07364,FuncionComplej
21,0.073479,FuncionComplej
21,0.07353,FuncionComplej
21,0.073588,FuncionComplej
21,0.079066,FuncionComplej
21,0.073658,FuncionComplej
21,0.073639,FuncionComplej
21,0.073622,FuncionComplej
21,0.079072,FuncionComplej
21,0.073645,FuncionComplej
21,0.073445,FuncionComplej
21,0.073594,FuncionComplej
21,0.079059,FuncionComplej
21,0.073525,FuncionComplej
21,0.073583,FuncionComplej
21,0.075381,FuncionComplej
21,0.073595,FuncionComplej
21,0.073588,FuncionComplej
21,0.073605,FuncionComplej
21,0.073512,FuncionComplej
21,0.073569,FuncionComplej
21,0.073486,FuncionComplej
21,0.073563,FuncionComplej
21,0.073627,FuncionComplej
21,0.073544,FuncionComplej
21,0.079079,FuncionComplej
21,0.07362,FuncionComplej
21,0.073652,FuncionComplej
21,0.079066,FuncionComplej
21,0.073546,FuncionComplej
21,0.07358,FuncionComplej
21,0.073575,FuncionComplej
21,0.0735,FuncionComplej
21,0.07907,FuncionComplej
21,0.073655,FuncionComplej
21,0.073578,FuncionComplej
21,0.073578,FuncionComplej
21,0.073537,FuncionComplej
21,0.073583,FuncionComplej
21,0.073664,FuncionComplej
22,0.084435,FuncionComplej
22,0.084329,FuncionComplej
22,0.090705,FuncionComplej
22,0.084332,FuncionComplej
22,0.090704,FuncionComplej
22,0.084344,FuncionComplej
22,0.084361,FuncionComplej
22,0.090724,FuncionComplej
22,0.084331,FuncionComplej
22,0.084409,FuncionComplej
22,0.084439,FuncionComplej
22,0.08428,FuncionComplej
22,0.084311,FuncionComplej
22,0.084395,FuncionComplej
22,0.084316,FuncionComplej
22,0.084432,FuncionComplej
22,0.084303,FuncionComplej
22,0.084342,FuncionComplej
22,0.084266,FuncionComplej
22,0.084343,FuncionComplej
22,0.090703,FuncionComplej
22,0.084355,FuncionComplej
22,0.084463,FuncionComplej
22,0.084404,FuncionComplej
22,0.085834,FuncionComplej
22,0.084395,FuncionComplej
22,0.084391,FuncionComplej
22,0.090711,FuncionComplej
22,0.084993,FuncionComplej
22,0.090712,FuncionComplej
22,0.090693,FuncionComplej
22,0.090689,FuncionComplej
22,0.08432,FuncionComplej
22,0.084357,FuncionComplej
22,0.090713,FuncionComplej
22,0.084991,FuncionComplej
22,0.090719,FuncionComplej
22,0.084282,FuncionComplej
22,0.090727,FuncionComplej
22,0.085291,FuncionComplej
23,0.096128,FuncionComplej
23,0.096008,FuncionComplej
23,0.103329,FuncionComplej
23,0.096021,FuncionComplej
23,0.103364,FuncionComplej
23,0.096117,FuncionComplej
23,0.103409,FuncionComplej
23,0.09607,FuncionComplej
23,0.103372,FuncionComplej
23,0.09618,FuncionComplej
23,0.103367,FuncionComplej
23,0.103221,FuncionComplej
23,0.096109,FuncionComplej
23,0.09608,FuncionComplej
23,0.103248,FuncionComplej
23,0.103391,FuncionComplej
23,0.115382,FuncionComplej
23,0.126829,FuncionComplej
23,0.129627,FuncionComplej
23,0.103206,FuncionComplej
23,0.096635,FuncionComplej
23,0.103338,FuncionComplej
23,0.095991,FuncionComplej
23,0.103397,FuncionComplej
23,0.103278,FuncionComplej
23,0.141305,FuncionComplej
23,0.096076,FuncionComplej
23,0.096095,FuncionComplej
23,0.134769,FuncionComplej
23,0.096006,FuncionComplej
23,0.096123,FuncionComplej
23,0.10324,FuncionComplej
23,0.103209,FuncionComplej
23,0.096198,FuncionComplej
23,0.136541,FuncionComplej
23,0.10611,FuncionComplej
23,0.12504,FuncionComplej
23,0.103373,FuncionComplej
23,0.09599,FuncionComplej
23,0.095914,FuncionComplej
24,0.116933,FuncionComplej
24,0.10894,FuncionComplej
24,0.108881,FuncionComplej
24,0.116936,FuncionComplej
24,0.108741,FuncionComplej
24,0.116905,FuncionComplej
24,0.117103,FuncionComplej
24,0.109002,FuncionComplej
24,0.116939,FuncionComplej
24,0.10885,FuncionComplej
24,0.108939,FuncionComplej
24,0.116921,FuncionComplej
24,0.116931,FuncionComplej
24,0.108782,FuncionComplej
24,0.116914,FuncionComplej
24,0.108625,FuncionComplej
24,0.116907,FuncionComplej
24,0.116916,FuncionComplej
24,0.108687,FuncionComplej
24,0.117089,FuncionComplej
24,0.148613,FuncionComplej
24,0.10891,FuncionComplej
24,0.116919,FuncionComplej
24,0.108948,FuncionComplej
24,0.116939,FuncionComplej
24,0.116921,FuncionComplej
24,0.10888,FuncionComplej
24,0.116924,FuncionComplej
24,0.108635,FuncionComplej
24,0.116927,FuncionComplej
24,0.116913,FuncionComplej
24,0.10894,FuncionComplej
24,0.116933,FuncionComplej
24,0.116923,FuncionComplej
24,0.108742,FuncionComplej
24,0.116928,FuncionComplej
24,0.116915,FuncionComplej
24,0.108932,FuncionComplej
24,0.116924,FuncionComplej
24,0.116912,FuncionComplej
25,0.122784,FuncionComplej
25,0.131924,FuncionComplej
25,0.122802,FuncionComplej
25,0.131941,FuncionComplej
